cleaned_review,rude
i guess the size of the place and items on the menu is what determines the name of the place it is express as in limited menu and small placeyou can order a small fries and youll be waiting for  minutes everyone else who ordered meals would get their food before you would even though they ordered after you after all youre a small fry,0
if i could go minus  i would try for minus filthy dirty i dont know how corporate lets this place stay opendisgusting,0
this mcdonald compared to a regular mcdonald is pretty bad for one it is smaller and doesnt have all the stuff that a regular mcdonald have they do not have a drive thru since it is an express also they do not have my favorite sweet tea the service here is okay at best but i admit sometimes it is horrible the parking lot is tragic if you come on monday it sucks that this is the closest one to me but the food for the most part is the same as any mcdonald,1
ive been living in this neighborhood since i was  back in the day the cheapest place to get a burger and fries was maxwells on st in my family during that time eating at mcdonalds was luxury item why was it a luxury because my parents highly frowned upon processed and can foods as a rebellious child growing up eat at a mcdonalds was luxury the closest place without a car had to be in mckinley park fast forward a few years and the mcdonalds express opened despite it being fastfood it poses as a treat to all the locals in the neighborhood after playing sports at mcguane or just grabbing a quick bite this mcdonalds is very small compared to other mcdonalds but they do serve most items since they marketed their  menu couple of years ago the dollar menu has never changed mcchickens and mcdoubles were always a  now with the advertised  breakfast menus and any size drink there are a lot of cheap options my only grievance is that they dont have sweet tea and salads but unsweetened tea is available it doesnt feel right to goto any mcdonalds for a salad it just doesnt make sense to mei come here a couple times a month for ice coffee hot coffee and a sandwich or two the location is convenient to grab a quick bite pick up my dry cleaning or pick up a few small items from walgreens the occurrence of panhandlers has increased since pacific garden missions moved to canal st and it has also died down since the new police station has been placed on st and halsted slowly and surely this neighborhood is urbanizing i cant wait to see more of it,0
they forgot my order i was waiting  mins for my food,0
avoid horrendous lines horrendous customer service horrendous parking lotenjoy the homeless people begging for money,1
one time i was waiting for my meal about  minutes went by i asked the cashier where is my foods she answered someone took it i waited another  minutes for them to make another one this has happened to me twice at this macdonald   dont know who to blame the customers who thought there is another bag of food sitting here and just grab it or the cashier who didnt care the right person get the foods anyway this macdonald is one of kind i went to many other fast foods joints,1
if i were to die and go to hell this mcdonalds would certainly provide a worthy backdrop for a nightmare imaginedlets begin the story of my worst dinner of my life at this sad little stop in a strip mall of no particular visual appeal under a bleak and cold chicago evening all things being fair the culinary experience was doomed for failure given certain personal and tragic circumstances i wont get into hereupon stepping to the counter i gave pause to the abbreviated menu not worthy of a mcdonalds express which is a new concept to me alltogether i decided to play it safe with the classic cheeseburger meal with an intimidating amount of fries and drink aka the value meal my meal was served up a little too quickly with all due credit to the server the food seemed to appear from nowhere  gremlins cooking the food i could see the grease seeping through one of the burger wrappers at this point i made a snap substitution request no coke coffee instead  a hot beverage will make the grease go down smoother my server obligated me in silence and i acknowledged her generosity i took my tray and chose a seat by the front windows where parked cars would treat the diner with blinding light from their headlights but at least it was somewhat devoid of the cold glowing light emitting from the overhead florescent located in the rear of the restauranti sat down and emptied the contents of the bag fries and napkins no ketchup i tasted one of the fries to determine if they were worthy of ketchupfree consumption but alas no they were slightly cold with a texture that left an unpleasant lump in your throat i fetched several ketchup packets from the server kept under tight security behind the counter and returned to my tablespilling out the ketchup packets on the table i noticed dried droplets of ketchup on the plastic packets no turning back now i dug into my dinner with a overwhelming sadness for humanity and myself so to sum upfries they left an odd taste of seafood or fish to my palette perhaps they comingled food in the fryer the lukewarm temparture made it a bit difficult to choke them down maybe some beer would have helped the processcheeseburgers lifting the top bun of any burger you can tell right away if there was any love in the preparation though consumable the burgers were not satisfying and tasted as if they sat under a heat lamp for too long also lukewarmcoffee i have tasted better coffee from a mechanical contraption in a corporate lunch room it was watery lukewarm and slightly sweet in a way that amplified everything that went wrong with the coffeeketchup packets looks like they were dropped on the floor at some point or recycled from a previous diner that did not use up all their ketchupcustomer service no complaints here its not exactly the most cheery place to work servers were speedy helpful and responsive,0
this is a mcdonalds express so it sadly doesnt have the entire menu at all times  t reminds me that advertisements often include participation and availability may vary by location notices  this would be one of those cases î¾fortunately the smaller menu means fewer different things for their cooks to remember how to prepare or distract them from these key menu itemsover half of the times ive been in here no matter how busy ive had my food handed to me in less than  minutes from paying for it î¾thats express peoplethe only thing that drags this place down is the atmosphere î¾the counter is tiny and only holds two registers so at any busy point in time the line of people engulfs the only walking space and makes its way to the door and sometimes extends out the door though ive only seen that during dinner times as ive passed by on my way home from unique or somethingthe soda machine has once or twice been low on syrup yielding a nasty beverage  but its outside the counter so you can refill it with something else on your own î¾the tables for sitting are very close together meaning its difficult to eat your food in peace at this location without being bothered by someones family issues or rampant children  t can get very loud herebut all in all if youre stopping in for something to go this is a great place for that î¾just make sure to check that what you want is on their smaller menu and take note that sometimes the sales regular mcdonalds can have on menu items doesnt necessarily apply here î¾so pay attention and then you can enjoy your mcdonalds foodand youll enjoy it better at home instead of sitting in cramped quarters with rambunctious broodlings,0
they have bad service and very rude,1
its mcdonalds so i dont expect a lot î¾as this location is on my route to work   stop in every so often î¾the drive up is a nightmare so they lost a point î¾ whether its morning or night î¾theres always a long line   normally park on the residential street and walk over inside its been newly remodeled from a few years earlier everything is affordable and theres even a dollar menu  ve found the customer service here just average î¾my last incident the supervisor was rude about a request i made to my order so they lost another point there i get that they are unpaid and overworked î¾but i didnt pick this job for you hun and not everyone eats the same,0
im not a big fan of mcdonalds but once in a great while ill go the four times that i have gone there in the  years i live in this area they have gotten every single order wrong the last straw was today when i was in a hurry and got home only to see a wrong order i checked it when they first gave it to me all wrappers look good get home open wrappers and they arent the right sandwiches   drive all the way back ask for a manager told her this happens every single time she got me the right order but no apology as of matter of fact she said nothing at all î¾never again dont go to this location,0
this mcdonalds has the worst service of any that i have visited in the world  and i mean that quite literally cold food incorrect orders after long wait times prices on their own menu not even being honored the list goes on and on in fact they automatically upcharge you unless you specify that you only want a small or regular you will be paying almost  for a large meal that you didnt even want while this sounds like an easy fix if you arent fluent in spanish good luck communicating with any of the employees who work here,1
ooh all nightall nightooh every nightso hold tighthold tightoooh baby hold tightany way you want itthats the way you need itany way you want itthats the way you need itany way you want itsweet fucing chili sauce î¾thats what inspired me to break into journey songs and rave about this particular  hour mcdonalds   did a serious uey when i saw the sign boasting that the new sweet chili sauce was here î¾deliciousoi smothered that sauce all over my southern style crispy sandwich  t was amazing,0
i am going to be a î¾connoisseur of everything mcdonalds very soon   didnt realize how many i have been too until they kept popping up in my feedokay thats not why you came to this review to read me ramble on about nothingnow this mcdonalds is clean and although there is sometimes a language barrier when i go i still go back because the food is always fresh and hotthe last time i went though they ran out of canadian bacon for the egg mcmuffin which was on sale buy one get one free and instead of allowing me to get another sandwich in its place i was just told i had to order something elsei thought that was wrong since they are the one that couldnt keep up with demandother than that i have no complaints and i have never had a problem with this mcdonaldsi noticed all the other review were from years past so as a customer that comes to this one a lotthis mcdonalds is aok for me,0
breakfast stops at  am i had no idea ggrrr,1
so my first experience with this mcdonalds was the day that i moved in i had a couple friends helping me this mcdonalds is directly across the street from my apartmentso after witnessing a guy smash his van we later were told by the popo that it was stolen into the light pole right at the corner then watching him exit the vehicle and run maniacly down north ave away from the scene we decided we were hungry we thought why not go to mcds seems logical i mean mcds is always the same no matter where you go right and it was certainly conveniently located at least it appears conveniently located oh its not attempting to cross north ave at my intersection is really a situation where you are taking your life into your hands this is a    oh hell i dont even know how many corners there are here intersection and one of the lights is only green for one side of the street but has no sign indicating that anywhere so people either dont stop or just stand there you feel like you are playing frogger except not with a pixellated frog but rather with your own skin and organsif you make it into the building with your spinal cord still attached to your body you will see they always have at least  people working here yet there are never more than  registers open at once and the only people working those registers are either a ancient nonenglish speaking women b mentally handicapped hey i appreciate their sense of social responsibility to hire the old and degenerate i do not appreciate the game of charades i must play with the cashiers to get my order rightwhile you are waiting the  plus minutes it takes to get your food here you may notice that this mcdonalds is a bit different from the rest ricky martin pictures signed selena cds and gigantic enrique iglesias are the decor of choice here apparantly this is the latin rock n roll mcdonalds couple that with the fact that its the only mcdonalds i have ever seen that has jalepenos as a condiment and the fact that they look at me as if i am lost every time i walk in there i think its safe to say the clientele here is pretty setoverall the location service and neighborhood sucks i would give it only  star but hey its open  and its mcdonalds,0
at a time when people are finally realizing that we must eat healthy to be healthy mcdonalds makes no moves away from their overly processed junk food this mcdonalds is focused on cars and its parking lot is twice as big as the restaurant go to the la perla tapatia which is right next door,0
never thought id write a review about a mcdonalds but i feel compelled î¾this one was just rebuilt replacing a perfectly servicable old one î¾whatever its their moneymy problem with the new one is that its parking lot configuration and ease of ingressegress is even more stupid than the old one if thats possible î¾you see if youre coming from the east entrance into the lot either via entrances on north avenue or lowell one way north is no problem  f youre coming from the west on north avenue or from the south on kostner you literally cannot enter the parking lot î¾at all i thought by turning left onto kostner a fairly maindrag kind of street i could enter as you could with the old one î¾nope î¾no entrance any more on kostner î¾and you cannot turn left from north avenue to lowell because theres a median i think either way youre risking an accident or a ticket î¾theres an alley directly behind the lot which is not only fenced off from mickey ds but one way going out î¾so i drive around the block past lowell the oneway street next to mcdonalds to kildare back to north avenue then enter î¾jesus î¾the entrance has one of those dividedcurb thingys which was barely wide enough for my compact car î¾there are two drivethru lanes from which to order food but then they merge into one waiting line so you can end up in this single line ahead of someone whos been waiting longer or viceversa so why bother î¾the rest was standard mcdonalds why cant you at least offer me salsa for my breakfast burritoi got no sauce no ketchup no napkins nuthinok then to get out and go back east on north avenue you must basically repeat the mazebullshit from above only in the reverse î¾you used to be able to exit onto kostner then turn left on north avenue î¾now you are forced to either go west on grand or north avenue or go to lowell north î¾to wabansia past a high school to kildare to north avenue î¾got all that î¾apparently the city thinks its more desirable for us to drive around an entire neighborhood than to use the only inexplicably oneway alley in the entire neighborhood to get home from fucking mcdonalds   felt like rat in a ghettomaze only with a soontobecold egg mcmuffinso in a nutshell if you live west of here you cant get in  f you live east of here you cant get out î¾and ya cant really go north either  ts maddening  f you must go to this mcdonalds walk or take the bus seriously î¾from my house at the halfway point between the two i will just go down to the one at kedzienorth   realize mcdonalds andor the city are trying to protect themselves from lawsuits from our shitty driving and that badly designed intersection but if its that dangerous which it is then just dont build it there  ts a square lot yet needlessly complicated î¾grrr,0
drive thru is clueless customer service leaves a lot to be desired i must be honest and state that i have only passed through here for  a happy meal for my son or  a coffee they have managed to screw both of those up some language barriers exist before you judge i am bilingual englishspanish i have more than once had to clarify drink orders plus my request for salsa for a breakfast burrito resulted in ketchup and not the salsa i wanted aftering stating in spanish what i wanted ,1
i had surgery on friday and i figured a sausage biscuit would help me have a bowel movement since im on pain meds and that says a lot about how i feel about the food here so i begged my bf to go get me one  they gave him the wrong food and  there was a finger nail in my hash brown bag beyond disgusting whoever is in charge here should be ashamed of themselves,1
just a regular mcdonalds  nothing too out of the ordinary average workers and average service its always busy in the mornings the drive thru line most of the time is literally leading out of the parking lot,0
two all beef patties special sauce lettuce cheese pickles onions on a sesame seed bunall that and great customer service î¾the manager is all over his team here making this a remarkably friendly mcds,0
when im overly busy convenience will often nudge itself up to be one of the weightier considerations when trying to manage dinner when i dont have time to make dinner but with this mcdonalds i get apprehensive driving into the parking lot because i know there is going to be an  chance of a wrong order from here on out im going to smack convenience across the face if it encourages me to go to this mcdonalds,0
i dont care if the owner is my next neighbor or he lives in malaysia if you cant consistently give people what they ordered you suckive been here about  times î¾once  i think  my order was correct î¾on the other times were not talking about forgetting the napkins î¾oh no were talking about gross deficiencies in cookingprep or were talking about forgetting a cheeseburger or as happened to me yesterday leaving out an entire pack of chicken nuggets and the sauce   understand screwing up every now and then but enough times to be a theme  d rather the place be run by cold fascists and get my order righti live a few blocks away but have no plans to go back î¾theres other mcds around and the cost of the gas to drive there will be made up by the increased chance that ill actually get the crap food i paid for,0
normally i wouldnt take the time to rate a mcdonalds as the product is relatively consistent across all locations however this location is terrible and deserves to be called out as such this location is the closest to my home and as a result i would go here frequently when the mcdonalds urge arose no more every time i pull in to this place it seems quicker to head inside rather than sit in their slowly creeping drive through only to find out upon arriving home they failed to include an item in my order î¾the employees are an unmotivated bunch who doesnt seem to care about customer service cleanliness is marginal there are too many other local places to go count me out of this place for good,1
this might be the prettiest mcdonalds in the area  t was recently rennovated in the prairie style frank lloyd wright is a big attraction here in oak park and it resembles a lovely hotel lobby î¾stained glass woodwork even a fireplace î¾the reason they did this is that ray kroc mcdonalds founder was from oak parkthey really need to remodel the staff though you dont expect these folks to be rocket scientists like jackson r but a simple order for two people shouldnt have three mistakes   love their asian chicken salad but half the time i have to ask for the right dressing or the packet of almonds is missing î¾the ugly tiny mcdonalds in the basement of childrens hospital gets it perfect every time,0
the founder of this local resturaunt lived and went to high school less than a mile from the store î¾talk about locally owned they sell french fries shakes and all different types of cheeseburgers î¾their logo is a cute golden m î¾they sell kids meals so dont be alarmed its fun for the whole familythey have excellent softserve ice cream cones and strange tasting yet authentic cultural salads   recommend the snackwraps,0
very poor service and super slow i hate going to this location,1
still a trashy location but it has been verified that drug deals do go on there so youll have something interesting to watch while the jerk taking your order gets off phone,0
i just had the worst experience ever first the car behind me was waited on before me and pulled in front of me î¾when i made it to the cashier i asked if there was an issue with the drive thru he said no î¾he knew what happened but didnt apologize î¾when i reached the window for my mocha i waited five minutes and there was no ice in the mocha î¾the ice had melted while i waited î¾they told me to pull up and they will make me a new one î¾after about ten cars and ten minutes i left without my mocha,1
i hate this place   will go without coffee and eating no matter how tired andor starving i am î¾tons of people working and no one waits on the customers î¾or the white customers take a back seat to the black customers even if the white customer is the next person in line   complained to oakbrook corporate headquarters and still after that had bad experiences here   dont think i will go to any mcdonalds anymore,1
great peoplegreat atmosphere  and the cashier was the sweetest girl ive ever met always polite and very friendly never a problem when i go there they have the greatest coffee around and they know exactly how i like it even though i work on the other side of the train tracks i only go to that mcdonalds,0
nice new restaurant with a friendly cashier lovely interior bathrooms were not clean and one was broken  t took way too long to get our food,0
if you expect service with a smile or respect go anywhere else   had a manager hand me change last night at the drive thru and she dropped some of my change   have a bad lower back and asked for the difference î¾she outright refused to give me the correct change and basically told me i could pick it up î¾she claimed she was the manager and then threatened to call the police   have never in my life had such a horrible customer service experience î¾she was extremely rude î¾they should train every employee at this particular mcdonalds about customer service î¾especially the managers î¾very unprofessional,1
i was just there and they messed my order up big time not happy with this mcdonalds at all instead of dancing around and playing they should of been makin the food right ,0
came in here for a meeting with a client since it was halfway between our respective locales they had apparently just cleaned the whole place which was odd because rather than a danger wet floor it sort of reminded me of a swamp as the floors and all of the surfaces were all equally moist not justwipeddown moist but rather cleaned and left very damp by someone who wasnt quite sure how to use a wipingmechanismi guess the coffee was okay but a couple of people during my  minutes there i overheard complaining about how they had skimped on ketchup packets thats th one gent said serious,0
i went thru the drive thru so you expect low expectations lol the girl in the first window had such a bad attitude and was so rude though she kept smacking her window seal to tell me to move faster when the car in front of me was still next to the window how rude at least i got to the second window and the lady who gives the food was so nice but damn that first girl needed an attitude adjustment,1
so i have had  good experience and many bad î¾this time i remembered to take a photo literally looks like they threw my burger î¾at the wall i had to rebuild my own burger and then the holiday pie was burnt why in gods sweet name would you serve that somebody î¾anyway i am a mall employee so i will probably be back there do lack of options but i hope for a better experience in the furture,0
sandwiches are always messy sometimes they dont put sugar in a cream and sugar coffee its a mcdonalds,0
you are in the drive thru at mcdsyou arent allowed to be angry that they got the order wrong  ts what they do î¾check the bag at the window always î¾always î¾mmmmmm fries and a shake î¾me likey,0
biggest bunch of idiots i have ever encountered i mean really you have one job its a pathetic place you cant even get a drink order right,1
i have yet to get an order correct at this î¾location î¾you get smart ass remarks when î¾u speak to the manager and corporate just apologizes and do not take any steps to improve this location î¾ even if i just order a hamburger and î¾fri i will î¾get cheeseburger and the î¾fri is missing î¾employees are rude and act like they r hanging î¾on the street rather than working î¾at a job î¾they need to hire competent employees who really want ajob and have enough self respect to perform their job with some pride  ts a shame î¾because  t is an ideal location and i hate having to drive to a further location because they just cant get it,0
yes and no depp on ur mood well the guys who working there have a hard time to understand ur order and make it right happened few times to me and i live like  min away but the good thing open ,0
it appears that someone at mcdonaldland corporate has taken to yelp to read reviews because the service here has gotten a little better than what ive posted beforeso far i havent seen any gross mistakes like before remember the mcrib issue the customer service has been ok the staff actually smile now and seem truly interested in what youre ordering and for the most part i havent had any doovers for ordersi may be able to trust this mcdonalds again î¾only time will tell,0
okay i seriously got the best service of any mcdonalds ever at this place in the drive through when i passed through on my way back into the city each person taking the order taking the payment and giving us our food were all so incredibly nice i never pull away from a drive through and say they were all so freaking nice i love them hell i rarely say that at a sit down restaurant but i was super impressed and for a mcdonalds i mean in theory its ridiculous but true im pretty startled to see the bad reviews here but i guess no one thinks to review a mcdonalds unless they get mad anyway two thumbs up,0
never get your order right î¾ and most of the time its because i pull up to the window and the woman is joking around with other people that work there î¾ hmm î¾   wonder why my order was taken wrong,0
it about  or  minutes for me to receive  cheeseburgers and a french fry in line with maybe  customers i did appreciate however that i was given a fresh new fry when it took my burgers so long i didnt even have to ask they did it automatically,0
i have been here many times î¾dont think i will return after the last time  drive thru order was wrong and what i did get looked like it had been run over by a car   emailed them and they left me an apology message and said that they would send me a coupon for a free meal to make up for it î¾that never arrived   would just like to get the food that i am supposed to get and paid for,1
another mcdonalds need i say more mcdonalds comparable to crack you know its bad for you but you keep wanting more so ive heard ,0
this has to be the worst mcdonalds location i have ever been to î¾ it is too bad since it is only a couple of miles away from the corporate headquarters you would think they would be out to impress we walked in with nobody in front of us and waited for someone to even come to the front counter î¾ i always expect to have someone front and center at the counter when i walk in î¾keep in mind that this was  on a friday one would think that it would be busy for dinner   should have picked up on the fact that nobody was even there and left î¾ the order was simple the bacon cheeseburger meal and a nugget kids meal î¾ it took forever to fulfill the order î¾ they have everyone running around for the drivethru and the  cars in line but nobody helping the front staff î¾meanwhile the manager is peroccupied with filling the refrigerator with apple slices rather than managing the storestaff î¾we finally sit down and every table in the place was dirty   had to grab some napkins and wet them down to clean off the table we sat at î¾ needless to say my daughter is a slow eater so we were there for at least a  hour and never saw anyone come and clean tables the food was horrible and not by mcdonalds standards but by human consumption standards î¾ the nuggets were cold the second we opened the bag î¾ the burger was cold and the bun was stale î¾ the french fries were cold and looked like they were sitting around for awhile î¾there was so much salt on the fries that i actually had to throw them away î¾ i love mcdonalds french fries but not when made here i should have learned my lesson the first time i went to this place and the nuggets were cold last time i miss the days when you went into a mcdonalds and heard the sizzle of the grill and the french fry frier beeping that it was done î¾alas steer clear of the yorktown mcdonalds it is nowhere near up to par as far as mcdonalds standards should be,0
warm dining room fountain service friendly employees and a quick turnaround time,0
 starhorrible service inaccurate orders is a normal management has no prob disciplining staff in front of customers not coolduring the rush they remake everything even the sodas so dont count on crunching your ice it will be melted fifteen minutes after you leave the windowtoday i was not at all impressed with the service i received the female who look my order was short and snippy when i asked about a ment item that was not on the boardi cant stand this location and i will start driving to oakbrook or glen ellen if they cant get it togethergeesh,1
pretty simple review i work the early morning shift and they are open  hours  ve gone twice in the past week to get a coffee and one time they had to pull out the pot and start making it and the other time they told me they only were accepting cashone thing you should have at that hour is coffee and i supsect something sketchy with the girl only accepting cash wont be going here again,1
what can you say its mcdonaldsbreakfast drivethru crew always good lunchdinner ummmmcashiers are good but some how every time i order my food wo certain ingredients they do the opposite,0
work nearby so used to stop for drive thru breakfast items poorest mcdonalds i have ever been to and with five miles of world headquarters in oak brook i would say they got my order correct about  percent of the time the manager after a time recognized me when i parked and came in for order correction it is not only me i work in a  persons office and when i see someone carrying a mc donalds before i can ask  they begin to tell me how their coffee or sandwich was wrong my biggest grip is paying for extra condiments syrup and not getting it  it is on my receipt  staff cannot read or when you ask them  they lie to you they put in i know bigger problems to worry about in world but when you pay extra for something and then get lied to  hello burger king,0
i went here shortly after they opened i got here at  to get a large coke with no ice i went through the drive thru the line was about  deep but i figured with it being fast food it would be fast it took about  mins to get up to the speaker i order a large coke no ice and the guy put it correctly on my screen i paid in about  mins and got to the window to pick up in  more mins so it was pm by this point the lady at the nd window handed me a drink and said you just had a diet right i told her no i had a large coke no ice she leaves the window and comes back about  mins later she hands me a bag of food and a diet coke i told her no i just want a large coke no ice oh ok so she goes back and comes back about  more mins later she handed me a drink with no ice i was so sick of this at this point that i pulled off i knew it was going to be diet i stabbed the straw in it and found diet i was out of the parking lot by this point and raving mad so i had to go turn around in another businesses parking lot i got to the mcdonalds parking lot entrance and the drive thru was so backed up i couldnt get back in so i went the wrong way on the one way side of the building and parked all retardly i ran inside dumped out the crappy diet and got my own coke i was so furious how hard is it to read a stupid screen lesson learned never go through drive thru for a drink,0
this review is only for their customer service and iced coffee   try to avoid mcdonalds since they really dont have anything on their menu i can eat being a vegetarian and all î¾fish filet no thanks î¾after the recent horrible storm that came through and led to my power being out   needed a place to charge my electronics since comed was going to be busy and i was sure they would not fix my power before the next day î¾ i ordered an iced coffee and asked the young fella about outlets that i can use î¾he came from behind the counter to bring me my coffee and try to help me find outlets î¾his parents must have raised him right for that fine young worker they deserve the four stars,0
i needed some quick breakfast this morning i was in and out of the drive through in under a minute staff was smiling even though it was the crack of dawn and the food was hot and the order correct good as it gets in my opinion,0
well it may be a brand new store but it still suffers from the same problem as most fast food stores  bad help  i went with my wife and she ordered by number  no problem  i ordered a southwest salad  was asked what type of chicken  i gave my choice  then i was asked about the dressing  i chose the southwest  asked for an extra  was told the total  and paid  waited what seemed like forever and a tray was pushed our direction  i did not see an extra dressing and asked about it  a manager type told me it was  extra  i told him i asked for it when i ordered  he looked at the receipt and said i was not charged for it and i would have to pay  it was not the  but how he said it he was very condescending for such a young man  we go to wendys on roosevelt in lombard and are treated like kings  i have over the years sworn off mcdonalds for just the same treatment  why do they continue to put people at the register who do not speak english or are just afraid of people  bt rge way ny salad was good as was my wifes fish sandwich  fries were a bit on the cold side but passable  we were not in the store at rush it was  ,1
its mcdssunday mornings  check your bags for straws and napkins î¾this is a regular stop during my sunday rituals and my biggest gripe is that i have to run into the restaurant to acquire these items,0
how the fuck can you forget the cheese on a cheeseburger î¾seriously every time i go youll fuck up my order take for ever worst fucking service ever and youll want dollars an hour get the fuck out of here,0
i dont know why people have a problem with this mcdonalds  ve never had issues with my orders and nobody has ever been less than pleasant and nice to me î¾maybe because im not a rude jerk to them î¾ the only complaint i have is that youll never be able to make a left turn out of the parking lot î¾seriously id pay an extra dollar to have grimmace stand on arlington heights road to block traffic while i make a left turn to get out of the drivethru exit î¾maybe the new happy meal mascot will do traffic control duties to ease the burden of exiting mcdonalds î¾that would make me happy,0
i wish i could give  stars after waiting  minutes in the drivethru we still didnt have our food went in to see what was up and everybody in there was standing around doing nothing left with no food this is mcdonalds people im not asking for a steak cooked well done,1
crazy noisy screaming kids here add to the usual ambiance of dirty tables hard to understand counter staff and the typical gourmet food offerings î¾another day in minimum wage heaven,0
my thoughts on this mcdonalds are kind of mixed i have generally had a good experience coming to breakfast here  the food is usually fresh and hot and the service promptbut the evening drive thru can be a mixed bag one night i drove up and all  the employees were standing outside having a smoke  had to wait for them to finish until they got situated again that shouldnt happen so a three star review is what they get  good thing the breakfast team carries the load there,1
i had a  chicken sandwich here two separate times and both times it smelled like stale carpet i understand that im spending only a dollar but at least sell fresh foodi will never go back to this place,0
this place lack of integrityi purchased some breakfast muffins and coffee for my office staff î¾they charged me very high prices   was in a rush and did not have time to arguethe next day at the same time i purchased the same thing in a different mcdonald for our chicago office staff the bill is  lessi do not have the time to go back to this mcdonald to argue   just need to tell everyone do not go to this place î¾the people there charge crazy prices and was not appear to be honest,0
one of my earliest memories of arlington heights is coming to this mcdonalds with my dad before my first day of school school for breakfast  ts been remodeled since then  m a big fan of mcdonalds breakfast  ve been to this particular drive through for breakfast on a handful of occassions î¾my experience overall has been pleasant î¾the woman who works at the drive through in the morning is friendlythere was one time they got my order wrong   ordered two s which are egg mcmuffin meals but instead i got sausage mcmuffin meals,0
i dont understand why people have qualms with this mcdonalds its a mcdonalds its standard their business model is standardization  t is aok just a plain old mcdonalds never had anything crazy occur to me here,0
this mcdonalds is such a shame i went late night with my bud last night  they kind of sort of sucked a whole lot first of all mid order in the drive thru the guy stopped listening to me place our order  started talking to whoever he was working with he went on  on about the headsets finally after a minute or two he said sorry what was that it was like am and the drive thru was packed with cars they had us waitwho knows for which item because we didnt get anything unusual we sat  sat  satas car after car passed us  left we think they may have forgotten about us finally i wanted sweet  sour sauce for nuggies  it was noted on the screenyet i got bbq sauce twas a sad situation to eat with a sauce i dont like while scarfing down the food with my buddy in the parking lot hehe based on my experience  the other reviews avoid this location however if its late night  youre feening for some nuggies this location is  hours so it may be your only option,0
standard runofthemill mcdonalds they all kind of blur together for me the only reason why this one stood out at all for me was the fact that the drivethru takes foreveri was seriously notkidding in line for about  minuteswhich is why i had enough time to checkin and start my review for this place bully for themat least its not as bad as the mcdonalds off of dundee and rand  by the home depot that one always messes up orders are rude and when they had the monopoly pieces  they actually removed the pieces from my brothers meal absurd,0
the hamburglar actually workz the drive thru because all i heard was rubblerubble,0
this place is terrible we went through the drive thru and ordered a value meal and a wrap î¾they gave us the drink and the bag which we assumed contained everything î¾when we got home we found both the wrap and the receipt missing î¾my boyfriend returned fuming and when he asked for the missing wrap he was denied because he didnt have the receipt î¾the receipt they never gave us he had to buy a new wrap î¾were never returning here again,0
what can we expect from mcdonalds lol lol lol,0
these guys really do suck î¾theyre in such a hurry to get you through the place that they really dont care if your order is right î¾we just drove through and the only thing they did get right was the bill î¾check your bag before you leave the window,0
worst mcdonalds ive ever been to slow and incompetent staff ive been to this mcdonalds  times since it is right by my house and each time was a very bad experience this cant be a coincidence where every experience was poor i went inside to order and each time took  to  minutes to get my order  out of the  times other customers complained because the staff forgot something where they had the wrong order missing items or also waited more than  minutes i can imagine that these kind of errors would happen if the restaurant was extremely busy but by looking at the people inside and the drive thru outsidethe place was not busy so do they give poor service every time i go there the last time i told the manager that ive been waiting over  minutes for  cheeseburgers fries and a coke so why does it take over  minutes to get my order she threw my fries back and gave me new ones and then i waited another  minutes to get the cheeseburgers bad place do not go unless you have the patience to wait or want to receive or miss the wrong things in your orders,1
horrible service staff is not bothered they are just lazy and dont care   would say avoid this place else you gonna spoil your day today i went to get coffee and the place looked chaotic with so many customers i wasnt sure if all of those customers were waiting to order to pick their orders one of the staff member was at cash register lazily looking at customers and not doing anything when i was about to ask her if i can order she said she is ready for next order i order a latte and it was horrible cold and too much sugary syrup i would rate  but thats not possiblejust avoid it,1
order  today at pm nobody else in line  seconds to get my drink but six minute ticket time manager came forward grabbed the receipt out my hand crumpled it up and handed me my food do i need to repeat that corporate will be called,1
this mcdonalds is always horrible   think that the only reason they are still open is because they are located in tower city î¾the staff is rude the management is horrible î¾turn around time is the worst   waited  minutes for a coffee and a hash î¾this is not fast food î¾and if you say anything they treat you even worst,1
typically always bad service there,1
this is the worst mcdonalds ive ever visited which is a shame because its very convenient to where i work they have literary messed up every order ive ever gotten there the staff is rude and their coke tastes like its half soda half hic orange on the plus side theres always a cop there so they got that going for them which is nice,0
a pathetic establishment theyre slow unprofessional dirty  getting fresh food is usually never gotta happen i wish they would just tear it down staff food cleanliness service overall if you go here expect a attitude from someone  dont expect your food to be fresh or right dont bother talking to a manager because they are just as ridiculous as the rest of the crew honestly if your not in a rush just go somewhere else thats your best bet to be honest,1
continues to be the worst mcdonalds ive ever been tojust stopped for breakfast the employees couldnt move any slower if it were humanly possible an extremely discourteous i just dont understand how this place stays in business,0
this has to be the worst mcdonalds on the planet the drive thru has got to be the slowest drive thru in the world i have never had an order there where i didnt have to pull forward and wait and the number of times ive driven all the way home only to find out they put the wrong order in the bag this has been going on for years,0
the worst mcdonalds ive been in î¾make sure and check your order before you leave chances are its missing something,0
